"File";"Precision";"Recall";"F1"
"TUW-191977-ref6";"87,50";"70,00";"70,00";"10"
"TUW-192724-ref1";"100,00";"57,14";"57,14";"7"
"TUW-192724-ref2";"100,00";"42,86";"42,86";"7"
"TUW-192724-ref3";"83,33";"42,86";"38,10";"7"
"TUW-192724-ref4";"50,00";"16,67";"14,29";"6"
"TUW-192724-ref5";"41,67";"25,00";"20,00";"8"
"TUW-192724-ref6";"75,00";"42,86";"37,50";"7"
"TUW-192724-ref7";"33,33";"18,75";"15,56";"8"
"TUW-192724-ref8";"70,00";"27,78";"25,00";"6"
"TUW-192724-ref9";"75,00";"42,86";"37,50";"7"
"TUW-192724-ref10";"95,00";"50,00";"48,57";"10"
"TUW-192724-ref11";"35,00";"22,22";"17,46";"9"
"TUW-192724-ref12";"58,33";"21,88";"21,88";"8"
"TUW-192724-ref13";"66,67";"21,43";"20,00";"7"
"TUW-192724-ref14";"100,00";"42,86";"42,86";"7"
"TUW-192724-ref16";"75,00";"50,00";"42,86";"6"
"TUW-194085-ref15";"87,50";"65,00";"66,67";"10"
"TUW-194085-ref16";"75,00";"60,00";"60,00";"10"
"TUW-194085-ref17";"50,00";"33,33";"33,33";"9"
"TUW-194561-ref1";"75,93";"42,05";"41,71";"11"
"TUW-194561-ref2";"100,00";"80,00";"80,00";"10"
"TUW-194561-ref3";"100,00";"80,00";"80,00";"10"
"TUW-194561-ref4";"100,00";"50,00";"50,00";"6"
"TUW-194561-ref6";"95,83";"74,00";"75,00";"10"
"TUW-194561-ref7";"64,29";"45,45";"42,42";"11"
"TUW-194561-ref8";"94,44";"54,55";"52,73";"11"
"TUW-194561-ref9";"100,00";"80,00";"80,00";"10"
"TUW-194561-ref10";"80,00";"44,44";"44,44";"9"
"TUW-194561-ref11";"100,00";"80,00";"80,00";"10"
"TUW-194561-ref12";"76,19";"48,48";"44,44";"11"
"TUW-194561-ref13";"85,71";"60,00";"54,55";"10"
"TUW-194561-ref14";"100,00";"57,14";"57,14";"7"
"TUW-194561-ref15";"83,33";"55,56";"55,56";"9"
"TUW-194561-ref16";"100,00";"80,00";"80,00";"10"
"TUW-194561-ref18";"100,00";"50,00";"50,00";"8"
"TUW-194561-ref19";"80,95";"60,00";"58,00";"10"
"TUW-194561-ref20";"75,00";"42,86";"42,86";"7"
"TUW-194561-ref21";"72,22";"40,91";"40,00";"11"
"TUW-194561-ref22";"83,33";"50,00";"50,00";"10"
"TUW-194660-ref1";"66,67";"50,00";"50,00";"8"
"TUW-194660-ref2";"100,00";"80,00";"80,00";"10"
"TUW-194660-ref3";"100,00";"50,00";"50,00";"4"
"TUW-194660-ref4";"83,33";"46,67";"48,00";"10"
"TUW-194660-ref5";"75,00";"38,10";"40,00";"7"
"TUW-197422-ref1";"60,00";"37,50";"37,50";"8"
"TUW-197422-ref2";"66,67";"33,33";"33,33";"6"
"TUW-197422-ref3";"66,67";"33,33";"33,33";"6"
"TUW-197422-ref4";"40,00";"40,00";"33,33";"5"
"TUW-197422-ref5";"50,00";"42,86";"42,86";"7"
"TUW-197422-ref6";"57,14";"50,00";"44,44";"8"
"TUW-197422-ref7";"66,67";"33,33";"33,33";"6"
"TUW-197422-ref8";"66,67";"44,44";"44,44";"9"
"TUW-197422-ref9";"33,33";"16,67";"16,67";"6"
"TUW-197422-ref10";"28,57";"40,00";"22,22";"5"
"TUW-197422-ref11";"57,14";"44,44";"44,44";"9"
"TUW-197422-ref12";"71,43";"55,56";"55,56";"9"
"TUW-197422-ref13";"33,33";"25,00";"22,22";"8"
"TUW-197422-ref14";"33,33";"40,00";"28,57";"5"
"TUW-197422-ref15";"50,00";"33,33";"33,33";"9"
"TUW-197422-ref16";"40,00";"28,57";"28,57";"7"
"TUW-197422-ref17";"66,67";"44,44";"44,44";"9"
"TUW-197422-ref18";"57,14";"44,44";"44,44";"9"
"TUW-197422-ref19";"50,00";"14,29";"12,50";"7"
"TUW-197422-ref20";"62,50";"55,56";"55,56";"9"
"TUW-197422-ref21";"71,43";"55,56";"55,56";"9"
"TUW-197422-ref22";"66,67";"33,33";"33,33";"6"
"TUW-197422-ref23";"40,00";"40,00";"28,57";"5"
"TUW-197422-ref25";"75,00";"37,50";"37,50";"8"
"TUW-197422-ref26";"71,43";"55,56";"55,56";"9"
"TUW-197852-ref6";"85,71";"60,00";"60,00";"10"
"TUW-197852-ref7";"33,33";"25,00";"22,22";"8"
"TUW-198401-ref1";"83,33";"50,00";"50,00";"10"
"TUW-198401-ref2";"100,00";"16,67";"16,67";"6"
"TUW-198405-ref1";"66,67";"33,33";"28,57";"6"
"TUW-198405-ref2";"71,43";"50,00";"50,00";"10"
"TUW-198405-ref3";"57,14";"50,00";"44,44";"8"
"TUW-198405-ref4";"61,11";"52,38";"40,74";"7"
"TUW-198405-ref5";"37,50";"33,33";"27,27";"9"
"TUW-198405-ref6";"71,43";"50,00";"50,00";"10"
"TUW-200745-ref10";"48,57";"36,36";"29,76";"11"
"TUW-200745-ref12";"58,33";"31,82";"31,82";"11"
"TUW-200748-ref36";"83,33";"66,67";"66,67";"10"
"TUW-200748-ref37";"85,71";"60,00";"60,00";"10"
"TUW-200748-ref39";"33,33";"20,00";"20,00";"5"
"TUW-200748-ref40";"66,67";"33,33";"33,33";"6"
"TUW-200948-ref1";"80,00";"44,44";"44,44";"9"
"TUW-200948-ref2";"71,43";"46,67";"48,00";"10"
"TUW-200948-ref3";"66,67";"25,00";"25,00";"8"
"TUW-200948-ref4";"100,00";"33,33";"33,33";"6"
"TUW-200948-ref6";"83,33";"55,56";"55,56";"9"
"TUW-200948-ref7";"50,00";"16,67";"16,67";"6"
"TUW-200948-ref8";"66,67";"25,00";"25,00";"8"
"TUW-200948-ref9";"35,00";"35,00";"29,17";"5"
"TUW-200948-ref10";"75,00";"47,22";"48,15";"9"
"TUW-200948-ref11";"50,00";"26,67";"28,00";"10"
"TUW-200948-ref14";"66,67";"40,00";"40,00";"10"
"TUW-200948-ref15";"57,14";"40,00";"40,00";"10"
"TUW-200948-ref16";"66,67";"28,57";"28,57";"7"
"TUW-200950-ref1";"71,43";"41,67";"41,67";"12"
"TUW-200950-ref2";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref3";"85,71";"66,67";"66,67";"9"
"TUW-200950-ref4";"54,17";"27,08";"27,08";"8"
"TUW-200950-ref5";"85,71";"66,67";"66,67";"9"
"TUW-200950-ref6";"75,00";"37,50";"37,50";"8"
"TUW-200950-ref7";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref8";"75,00";"25,00";"25,00";"6"
"TUW-200950-ref9";"80,95";"62,96";"62,96";"9"
"TUW-200950-ref10";"100,00";"33,33";"33,33";"6"
"TUW-200950-ref11";"78,57";"52,38";"52,38";"6"
"TUW-200950-ref12";"75,00";"50,00";"50,00";"6"
"TUW-200950-ref13";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref14";"100,00";"33,33";"33,33";"6"
"TUW-200950-ref15";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref16";"59,38";"41,67";"37,36";"12"
"TUW-200950-ref17";"100,00";"57,14";"57,14";"7"
"TUW-200950-ref18";"100,00";"55,56";"55,56";"9"
"TUW-200950-ref19";"66,67";"33,33";"28,57";"6"
"TUW-200950-ref20";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref21";"100,00";"77,78";"77,78";"9"
"TUW-200950-ref22";"100,00";"70,00";"70,00";"10"
"TUW-200950-ref23";"71,43";"41,67";"41,67";"12"
"TUW-200959-ref1";"87,50";"70,00";"70,00";"10"
"TUW-200959-ref2";"50,00";"28,57";"28,57";"7"
"TUW-200959-ref3";"25,00";"8,33";"8,33";"6"
"TUW-200959-ref4";"71,43";"50,00";"50,00";"10"
"TUW-200959-ref5";"66,67";"40,00";"40,00";"10"
"TUW-200959-ref6";"58,33";"43,75";"43,75";"8"
"TUW-200959-ref7";"85,71";"66,67";"66,67";"9"
"TUW-200959-ref8";"57,14";"44,44";"44,44";"9"
"TUW-200959-ref9";"85,71";"66,67";"66,67";"9"
"TUW-200959-ref10";"75,00";"60,00";"60,00";"10"
"TUW-200959-ref12";"80,95";"66,67";"64,44";"9"
"TUW-200959-ref13";"75,00";"42,86";"42,86";"7"
"TUW-200959-ref14";"66,67";"50,00";"50,00";"8"
"TUW-200959-ref15";"33,33";"16,67";"13,33";"6"
"TUW-200959-ref16";"66,67";"50,00";"50,00";"8"
"TUW-200959-ref17";"87,50";"67,50";"68,57";"10"
"TUW-200959-ref18";"84,38";"67,50";"67,50";"10"
"TUW-200959-ref20";"85,71";"66,67";"66,67";"9"
"TUW-200959-ref21";"50,00";"28,57";"28,57";"7"
"TUW-200959-ref22";"87,50";"70,00";"70,00";"10"
"TUW-200959-ref23";"50,00";"37,50";"37,50";"8"
"TUW-200959-ref25";"71,43";"50,00";"45,45";"10"
"TUW-200959-ref26";"50,00";"28,57";"28,57";"7"
"TUW-201066-ref1";"100,00";"80,00";"80,00";"10"
"TUW-201066-ref3";"93,33";"66,67";"63,89";"9"
"TUW-201066-ref4";"100,00";"80,00";"80,00";"10"
"TUW-201160-ref2";"100,00";"50,00";"50,00";"8"
"TUW-201160-ref3";"100,00";"80,00";"80,00";"10"
"TUW-201160-ref4";"100,00";"75,00";"76,67";"10"
"TUW-201160-ref5";"100,00";"77,78";"77,78";"9"
"TUW-201160-ref6";"100,00";"80,00";"80,00";"10"
"TUW-201160-ref7";"100,00";"80,00";"80,00";"10"
"TUW-201167-ref1";"71,43";"50,00";"50,00";"10"
"TUW-201167-ref2";"57,14";"40,00";"40,00";"10"
"TUW-201167-ref5";"48,00";"30,00";"23,38";"10"
"TUW-201167-ref6";"60,00";"44,44";"34,09";"9"
"TUW-201821-ref1";"100,00";"75,00";"75,00";"8"
"TUW-201821-ref2";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref3";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref4";"75,00";"56,25";"56,25";"8"
"TUW-201821-ref5";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref6";"100,00";"80,00";"80,00";"10"
"TUW-201821-ref7";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref8";"75,00";"42,86";"42,86";"7"
"TUW-201821-ref9";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref10";"97,50";"78,00";"78,00";"10"
"TUW-201821-ref11";"100,00";"80,00";"80,00";"10"
"TUW-201821-ref12";"37,50";"25,00";"21,43";"6"
"TUW-201821-ref13";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref14";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref15";"75,00";"60,00";"60,00";"10"
"TUW-201821-ref16";"100,00";"60,00";"60,00";"5"
"TUW-201821-ref17";"100,00";"80,00";"80,00";"10"
"TUW-201821-ref18";"66,67";"50,00";"50,00";"8"
"TUW-201821-ref19";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref20";"87,50";"70,00";"70,00";"10"
"TUW-201821-ref21";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref22";"83,33";"62,50";"62,50";"8"
"TUW-201821-ref23";"50,00";"28,57";"28,57";"7"
"TUW-201821-ref24";"83,33";"62,50";"62,50";"8"
"TUW-202034-ref13";"85,71";"66,67";"66,67";"9"
"TUW-202034-ref14";"66,67";"28,57";"28,57";"7"
"TUW-202034-ref15";"87,50";"70,00";"70,00";"10"
"TUW-202034-ref16";"85,71";"66,67";"66,67";"9"
"TUW-202034-ref17";"75,00";"50,00";"50,00";"6"
"TUW-202034-ref19";"71,43";"45,45";"45,45";"11"
"TUW-202034-ref20";"85,71";"66,67";"66,67";"9"
"TUW-203924-ref1";"100,00";"77,78";"77,78";"9"
"TUW-203924-ref2";"93,65";"72,84";"72,84";"9"
"TUW-203924-ref3";"50,00";"25,00";"25,00";"4"
"TUW-203924-ref6";"77,14";"42,86";"42,86";"9"
"TUW-203924-ref7";"92,86";"77,78";"74,07";"9"
"TUW-203924-ref11";"94,29";"73,33";"73,33";"9"
"TUW-203924-ref12";"61,90";"29,17";"30,00";"6"
"TUW-203924-ref13";"98,33";"75,00";"74,34";"8"
"TUW-203924-ref14";"98,81";"64,49";"65,15";"6"
"TUW-203924-ref15";"50,00";"30,00";"30,00";"5"
"TUW-203924-ref16";"76,67";"46,43";"47,12";"8"
"TUW-203924-ref20";"90,48";"70,37";"70,37";"9"
"TUW-203924-ref21";"100,00";"50,00";"50,00";"4"
"TUW-203924-ref22";"100,00";"77,78";"77,78";"9"
"TUW-204724-ref1";"50,00";"21,43";"21,43";"7"
"TUW-204724-ref2";"100,00";"80,00";"80,00";"5"
"TUW-204724-ref3";"100,00";"80,00";"80,00";"5"
"TUW-204724-ref4";"78,57";"60,00";"56,67";"10"
"TUW-204724-ref5";"100,00";"80,00";"80,00";"5"
"TUW-204724-ref6";"100,00";"80,00";"80,00";"5"
"TUW-204724-ref8";"100,00";"88,89";"88,89";"9"
"TUW-204724-ref9";"83,33";"41,67";"41,67";"6"
"TUW-204724-ref10";"71,43";"50,00";"51,85";"9"
"TUW-204724-ref11";"100,00";"88,89";"88,89";"9"
"TUW-204724-ref12";"83,33";"50,00";"44,44";"6"
"TUW-205557-ref1";"75,00";"42,86";"42,86";"7"
"TUW-205557-ref2";"75,00";"37,50";"37,50";"8"
"TUW-205933-ref1";"75,00";"42,86";"37,50";"7"
"TUW-205933-ref2";"85,71";"75,00";"75,00";"8"
"TUW-205933-ref3";"61,11";"40,00";"38,00";"10"
"TUW-205933-ref4";"66,67";"33,33";"28,57";"6"
"TUW-205933-ref5";"87,50";"77,78";"77,78";"9"
"TUW-205933-ref6";"83,33";"62,50";"62,50";"8"
"TUW-205933-ref7";"66,67";"40,00";"40,00";"5"
"TUW-205933-ref8";"83,33";"62,50";"62,50";"8"
"TUW-205933-ref9";"50,00";"40,00";"33,33";"5"
"TUW-205933-ref10";"75,00";"60,00";"50,00";"5"
"TUW-213513-ref1";"100,00";"57,14";"57,14";"7"
"TUW-213513-ref2";"83,33";"54,17";"54,81";"9"
"TUW-216744-ref1";"90,48";"72,22";"71,11";"9"
"TUW-216744-ref2";"88,57";"69,44";"69,14";"9"
"TUW-216744-ref3";"100,00";"77,78";"77,78";"9"
"TUW-216744-ref4";"75,00";"55,56";"51,85";"9"
"TUW-216744-ref5";"95,24";"77,78";"75,56";"9"
"TUW-216744-ref6";"100,00";"83,33";"83,33";"6"
"TUW-216744-ref7";"100,00";"77,78";"77,78";"9"
"TUW-216744-ref8";"96,00";"62,50";"61,11";"8"
"TUW-216744-ref9";"83,33";"55,56";"55,56";"9"
"TUW-216744-ref10";"88,57";"70,37";"69,44";"9"
"TUW-216744-ref11";"70,83";"47,62";"47,41";"9"
"TUW-216744-ref12";"95,24";"77,78";"75,56";"9"
"TUW-216744-ref13";"50,00";"20,00";"20,00";"5"
"TUW-216744-ref14";"100,00";"68,75";"70,83";"8"
"TUW-216744-ref15";"89,29";"72,22";"70,37";"9"
"TUW-216744-ref16";"95,00";"67,86";"67,86";"7"
"TUW-216744-ref17";"95,83";"66,67";"65,08";"9"
"TUW-216744-ref18";"66,67";"40,00";"33,33";"5"
"TUW-217690-ref1";"37,50";"25,00";"25,00";"6"
"TUW-217690-ref2";"77,78";"51,85";"51,85";"9"
"TUW-217971-ref1";"100,00";"42,86";"42,86";"7"
"TUW-217971-ref2";"66,67";"28,57";"25,00";"7"
"TUW-217971-ref3";"100,00";"42,86";"42,86";"7"
"TUW-217971-ref4";"50,00";"14,29";"14,29";"7"
"TUW-217971-ref5";"100,00";"58,33";"60,00";"8"
"TUW-217971-ref6";"75,00";"38,10";"40,00";"7"
"TUW-217971-ref7";"100,00";"75,00";"76,19";"9"
"TUW-217971-ref8";"83,33";"50,00";"51,85";"9"
"TUW-217971-ref9";"66,67";"28,57";"28,57";"7"
"TUW-217971-ref10";"57,14";"50,00";"44,44";"8"
"TUW-221215-ref25";"83,33";"62,50";"62,50";"8"
"TUW-221215-ref26";"85,71";"60,00";"60,00";"10"
"TUW-221215-ref27";"80,95";"62,96";"62,96";"9"
"TUW-221215-ref28";"85,71";"66,67";"66,67";"9"
"TUW-223906-ref1";"83,33";"62,50";"62,50";"8"
"TUW-223906-ref2";"85,71";"66,67";"66,67";"9"
"TUW-223906-ref3";"85,71";"66,67";"66,67";"9"
"TUW-223906-ref4";"50,00";"30,56";"31,82";"6"
"TUW-223906-ref5";"75,00";"50,00";"50,00";"6"
"TUW-223973-ref1";"83,33";"55,56";"50,00";"9"
"TUW-223973-ref2";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref3";"68,75";"45,83";"45,83";"6"
"TUW-223973-ref4";"66,67";"25,00";"25,00";"8"
"TUW-223973-ref5";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref6";"100,00";"42,86";"42,86";"7"
"TUW-223973-ref7";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref8";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref9";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref10";"92,86";"63,64";"60,61";"11"
"TUW-223973-ref11";"100,00";"80,00";"80,00";"10"
"TUW-223973-ref12";"66,67";"21,43";"20,83";"7"
"TUW-223973-ref13";"83,33";"62,50";"62,50";"8"
"TUW-223973-ref14";"92,86";"63,64";"60,61";"11"
"TUW-223973-ref15";"88,75";"49,63";"49,46";"9"
"TUW-223973-ref16";"33,33";"20,00";"16,67";"5"
"TUW-223973-ref17";"50,00";"20,00";"20,00";"5"
"TUW-223973-ref18";"95,00";"76,00";"76,00";"10"
"TUW-223973-ref19";"83,33";"40,00";"36,00";"5"
"TUW-223973-ref20";"75,00";"42,86";"42,86";"7"
"TUW-223973-ref21";"66,67";"41,67";"40,00";"12"
"TUW-223973-ref22";"100,00";"75,00";"75,00";"8"
"TUW-223973-ref23";"73,33";"40,00";"40,00";"11"
"TUW-225252-ref1";"50,00";"30,00";"27,27";"10"
"TUW-225252-ref2";"29,17";"21,88";"17,50";"8"
"TUW-225252-ref3";"50,00";"33,33";"30,00";"9"
"TUW-225252-ref4";"27,78";"18,18";"15,00";"11"
"TUW-225252-ref5";"50,00";"30,00";"27,27";"10"
"TUW-225252-ref6";"66,67";"50,00";"40,00";"8"
"TUW-226000-ref1";"71,43";"62,50";"55,56";"8"
"TUW-226000-ref2";"66,67";"44,44";"44,44";"9"
"TUW-226000-ref3";"50,00";"40,00";"33,33";"5"
"TUW-226000-ref4";"75,00";"42,86";"42,86";"7"
"TUW-226000-ref5";"66,67";"28,57";"28,57";"7"
"TUW-226000-ref6";"66,67";"28,57";"28,57";"7"
"TUW-226000-ref7";"68,75";"39,29";"39,29";"7"
"TUW-226000-ref8";"97,14";"61,82";"61,82";"11"
"TUW-226000-ref9";"33,33";"16,67";"16,67";"6"
"TUW-226000-ref10";"100,00";"66,67";"66,67";"9"
"TUW-226000-ref11";"93,33";"58,33";"58,33";"8"
"TUW-226000-ref12";"44,44";"17,86";"18,37";"7"
"TUW-226000-ref13";"50,00";"25,00";"25,00";"8"
"TUW-228620-ref2";"100,00";"75,00";"75,00";"8"
"TUW-228620-ref3";"100,00";"47,62";"48,72";"6"
"TUW-228620-ref4";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref5";"100,00";"66,67";"66,67";"6"
"TUW-228620-ref6";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref7";"66,67";"33,33";"28,57";"6"
"TUW-228620-ref8";"83,33";"50,00";"50,00";"10"
"TUW-228620-ref9";"94,44";"60,00";"58,00";"10"
"TUW-228620-ref10";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref11";"43,75";"33,33";"30,95";"6"
"TUW-228620-ref13";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref14";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref15";"57,14";"44,44";"40,00";"9"
"TUW-228620-ref16";"50,00";"33,33";"28,57";"6"
"TUW-228620-ref17";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref18";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref19";"100,00";"37,50";"37,50";"8"
"TUW-228620-ref20";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref21";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref22";"87,50";"63,64";"63,64";"11"
"TUW-228620-ref23";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref24";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref25";"80,00";"44,44";"44,44";"9"
"TUW-228620-ref27";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref28";"80,00";"44,44";"44,44";"9"
"TUW-228620-ref29";"66,67";"42,86";"40,00";"7"
"TUW-228620-ref30";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref31";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref33";"100,00";"55,56";"55,56";"9"
"TUW-228620-ref34";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref35";"83,33";"55,56";"55,56";"9"
"TUW-228620-ref36";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref37";"91,67";"55,00";"55,00";"10"
"TUW-228620-ref38";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref39";"87,50";"63,64";"63,64";"11"
"TUW-228620-ref40";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref41";"100,00";"60,00";"60,00";"10"
"TUW-228620-ref42";"100,00";"72,73";"72,73";"11"
"TUW-228620-ref43";"83,33";"50,00";"50,00";"10"
"TUW-228620-ref44";"100,00";"66,67";"66,67";"9"
"TUW-228620-ref45";"83,33";"50,00";"50,00";"10"
"TUW-233317-ref1";"100,00";"54,55";"54,55";"11"
"TUW-233317-ref2";"66,67";"28,57";"25,00";"7"
"TUW-233317-ref3";"100,00";"54,55";"54,55";"11"
"TUW-233317-ref4";"60,94";"55,56";"44,85";"9"
"TUW-233317-ref5";"73,33";"44,44";"42,22";"9"
"TUW-233317-ref6";"83,33";"50,00";"50,00";"10"
"TUW-233317-ref7";"100,00";"80,00";"80,00";"10"
"TUW-233317-ref8";"100,00";"60,00";"60,00";"10"
"TUW-233317-ref9";"82,14";"54,55";"48,81";"11"
"TUW-233317-ref10";"83,33";"55,56";"55,56";"9"
"TUW-233317-ref11";"100,00";"79,29";"79,63";"10"
"TUW-233317-ref12";"66,67";"28,57";"25,00";"7"
"TUW-233317-ref13";"75,00";"45,00";"45,00";"10"
"TUW-233317-ref14";"100,00";"80,00";"80,00";"10"
"TUW-233657-ref1";"75,00";"37,50";"33,33";"8"
"TUW-233657-ref2";"83,33";"50,00";"50,00";"10"
"TUW-233657-ref3";"83,33";"55,56";"55,56";"9"
"TUW-233657-ref4";"100,00";"55,56";"55,56";"9"
"TUW-233657-ref5";"100,00";"66,67";"66,67";"6"
"TUW-233657-ref6";"83,33";"55,56";"55,56";"9"
"TUW-233657-ref7";"75,00";"60,00";"60,00";"10"
"TUW-233657-ref8";"100,00";"80,00";"80,00";"10"
"TUW-233657-ref9";"96,88";"76,00";"76,67";"10"
"TUW-233657-ref10";"100,00";"80,00";"80,00";"10"
"TUW-233657-ref11";"87,50";"70,00";"70,00";"10"
"TUW-233657-ref12";"83,33";"42,86";"38,10";"7"
"TUW-236063-ref1";"100,00";"42,86";"42,86";"7"
"TUW-236063-ref2";"66,67";"28,57";"28,57";"7"
"TUW-236063-ref4";"66,67";"28,57";"28,57";"7"
"TUW-236120-ref1";"100,00";"40,00";"40,00";"5"
"TUW-236120-ref2";"33,33";"20,00";"14,29";"5"
"TUW-236120-ref3";"66,67";"28,57";"28,57";"7"
"TUW-237297-ref1";"100,00";"42,86";"42,86";"7"
"TUW-237297-ref2";"66,67";"28,57";"28,57";"7"
"TUW-237297-ref3";"50,00";"30,00";"26,67";"10"
"TUW-237297-ref4";"53,33";"33,33";"31,11";"9"
"TUW-237297-ref6";"100,00";"80,00";"80,00";"10"
"TUW-237297-ref7";"66,67";"33,33";"33,33";"6"
"TUW-237297-ref8";"75,00";"50,00";"46,67";"10"
"TUW-240858-ref1";"75,00";"42,86";"42,86";"7"
"TUW-240858-ref2";"85,71";"66,67";"66,67";"9"
"TUW-240858-ref3";"85,71";"66,67";"66,67";"9"
"TUW-240858-ref4";"83,33";"62,50";"62,50";"8"
"TUW-240858-ref5";"100,00";"80,00";"80,00";"10"
"TUW-240858-ref6";"75,00";"56,25";"56,25";"8"
"TUW-240858-ref7";"50,00";"33,33";"28,57";"6"
"TUW-240858-ref8";"57,14";"38,10";"38,10";"6"
"TUW-240858-ref9";"66,67";"33,33";"28,57";"6"
"TUW-240858-ref10";"100,00";"80,00";"80,00";"10"
"TUW-240858-ref11";"75,00";"56,25";"56,25";"8"
"TUW-240858-ref12";"100,00";"62,50";"62,50";"8"
"TUW-240858-ref13";"95,83";"76,67";"76,67";"10"
"TUW-245336-ref1";"80,36";"64,29";"64,29";"10"
"TUW-245336-ref2";"66,67";"44,44";"44,44";"9"
"TUW-245336-ref3";"67,95";"45,37";"45,33";"9"
"TUW-245336-ref4";"87,50";"70,00";"70,00";"10"
"TUW-245336-ref5";"87,50";"70,00";"70,00";"10"
"TUW-245336-ref6";"83,33";"55,56";"55,56";"9"
"TUW-245336-ref7";"58,33";"43,75";"38,89";"8"
"TUW-245336-ref8";"75,00";"56,25";"56,25";"8"
"TUW-245336-ref9";"83,33";"55,56";"55,56";"9"
"TUW-245336-ref10";"100,00";"50,00";"50,00";"8"
"TUW-245336-ref11";"77,78";"51,85";"51,85";"9"
"TUW-245336-ref12";"83,33";"52,78";"53,97";"9"
"TUW-245336-ref13";"77,78";"58,33";"58,33";"8"
"TUW-245336-ref14";"31,25";"19,05";"16,07";"7"
"TUW-245336-ref15";"41,67";"15,63";"15,63";"8"
"TUW-245336-ref16";"87,50";"70,00";"70,00";"10"
"TUW-245336-ref17";"66,67";"53,33";"48,48";"10"
"TUW-245336-ref18";"83,33";"41,67";"41,67";"6"
"TUW-245336-ref19";"88,10";"61,67";"61,67";"10"
"TUW-245336-ref20";"71,79";"53,85";"53,85";"8"
"TUW-245336-ref21";"84,38";"67,50";"67,50";"10"
"TUW-245336-ref22";"83,33";"62,50";"62,50";"8"
"TUW-245336-ref23";"100,00";"50,00";"50,00";"6"
"TUW-245799-ref1";"75,00";"42,86";"42,86";"7"
"TUW-245799-ref2";"92,86";"63,64";"60,61";"11"
"TUW-245799-ref3";"83,33";"41,67";"41,67";"6"
"TUW-245799-ref4";"87,50";"57,14";"52,38";"7"
"TUW-245799-ref5";"85,71";"60,00";"60,00";"10"
"TUW-245799-ref6";"75,00";"42,86";"37,50";"7"
"TUW-247301-ref1";"85,71";"66,67";"66,67";"9"
"TUW-247301-ref2";"100,00";"77,78";"77,78";"9"
"TUW-247301-ref3";"75,00";"50,00";"50,00";"6"
"TUW-247301-ref4";"75,00";"50,00";"50,00";"6"
"TUW-247301-ref5";"100,00";"42,86";"42,86";"7"
"TUW-247301-ref6";"83,33";"62,50";"62,50";"8"
"TUW-247301-ref7";"83,33";"62,50";"62,50";"8"
"TUW-247741-ref1";"25,00";"12,50";"12,50";"8"
"TUW-247741-ref2";"100,00";"54,17";"56,25";"8"
"TUW-247741-ref3";"75,00";"54,17";"55,00";"8"
"TUW-247741-ref4";"72,22";"52,50";"53,12";"8"
"TUW-247741-ref5";"66,67";"44,44";"44,44";"9"
"TUW-247741-ref6";"85,71";"66,67";"66,67";"9"
"TUW-247741-ref7";"83,33";"55,56";"55,56";"9"
"TUW-247741-ref8";"75,00";"37,50";"40,00";"6"
"TUW-247741-ref9";"75,00";"41,67";"44,44";"6"
"TUW-247741-ref10";"60,00";"37,50";"33,33";"8"
"TUW-247741-ref11";"83,33";"55,56";"55,56";"9"
"TUW-247741-ref12";"85,71";"66,67";"66,67";"9"
"TUW-247741-ref13";"85,71";"60,00";"60,00";"10"
"TUW-247741-ref14";"85,71";"66,67";"66,67";"9"
